Azs	Address	92	92_fora	95	95_fora	98	98_fora	100	100_pulsar	diesel	diesel_fora	gas	methane	Regions
58253	Ленинский р-н, д. Картамазово, ш. Киевское, 23 км, слева	41.9	0.0	46.1	47.1	0.0	0	0.0	52.5	45.5	0	0.0	0.0	Ленинский р-н
58255	Ленинский р-н, д. Картамазово, ш. Киевское, 23 км, справа	41.9	0.0	46.1	47.1	0.0	0	0.0	52.5	45.5	0	0.0	0.0	Ленинский р-н
